Trap_Number,Year,Month,Range_Begin,Range_End,Collection_Date,Group,Biomass,Biomass_Total,Percent_Biomass,Individual_Count,Count_Total
13,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Coleoptera,1.44,13.22,10.89,151,1623
13,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Other,2.91,13.22,22.01,322,1623
14,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Hymenoptera,1.33,11.53,11.54,632,3300
14,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Diptera,4.52,11.53,39.2,1744,3300
14,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Lepidoptera,3.73,11.53,32.35,67,3300
14,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Hemiptera,0.44,11.53,3.82,106,3300
14,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Coleoptera,0.95,11.53,8.24,501,3300
14,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Other,0.56,11.53,4.86,250,3300
15,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Hymenoptera,0.29,2.79,10.39,207,1024
15,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Diptera,0.9,2.79,32.26,541,1024
15,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Lepidoptera,0.32,2.79,11.47,20,1024
15,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Hemiptera,0.27,2.79,9.68,77,1024
15,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Coleoptera,0.37,2.79,13.26,42,1024
15,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Other,0.64,2.79,22.94,137,1024
17,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Hymenoptera,3.74,13.94,26.83,869,4175
17,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Diptera,7.36,13.94,52.8,2557,4175
17,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Lepidoptera,0.83,13.94,5.95,45,4175
17,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Hemiptera,0.51,13.94,3.66,218,4175
17,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Coleoptera,0.75,13.94,5.38,172,4175
17,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Other,0.75,13.94,5.38,314,4175
18,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Hymenoptera,3.9,16.6,23.49,470,3053
18,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Diptera,6.17,16.6,37.17,2043,3053
18,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Lepidoptera,3.83,16.6,23.07,105,3053
18,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Hemiptera,0.78,16.6,4.7,204,3053
18,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Coleoptera,0.2,16.6,1.2,45,3053
18,2022,(July 24-Aug 6),2022-07-24,2022-08-06,06/08/2022,Other,1.72,16.6,10.36,186,3053
2,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,0.46,3.38,13.61,192,1258
2,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,1.23,3.38,36.39,671,1258
2,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,0.58,3.38,17.16,39,1258
2,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.23,3.38,6.8,98,1258
2,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.33,3.38,9.76,24,1258
2,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.55,3.38,16.27,234,1258
4,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,0.87,3.44,25.29,103,2149
4,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,1.51,3.44,43.9,1769,2149
4,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,0.33,3.44,9.59,27,2149
4,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.07,3.44,2.03,40,2149
4,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.45,3.44,13.08,60,2149
4,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.21,3.44,6.1,150,2149
5,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,4.75,8.72,54.47,1158,3274
5,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,1.87,8.72,21.44,1721,3274
5,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,0.86,8.72,9.86,75,3274
5,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.38,8.72,4.36,80,3274
5,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.4,8.72,4.59,43,3274
5,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.46,8.72,5.28,197,3274
6,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,2.42,14.78,16.37,1792,5927
6,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,7.28,14.78,49.26,3396,5927
6,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,2.72,14.78,18.4,143,5927
6,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,1.37,14.78,9.27,275,5927
6,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.28,14.78,1.89,61,5927
6,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.71,14.78,4.8,260,5927
9,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,3.3,9.38,35.18,792,2211
9,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,3.13,9.38,33.37,958,2211
9,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,1.78,9.38,18.98,68,2211
9,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.3,9.38,3.2,88,2211
9,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.24,9.38,2.56,25,2211
9,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.63,9.38,6.72,280,2211
12,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,0.07,0.78,8.97,55,198
12,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,0.04,0.78,5.13,93,198
12,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,0.03,0.78,3.85,7,198
12,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.01,0.78,1.28,5,198
12,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.02,0.78,2.56,2,198
12,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.61,0.78,78.21,36,198
13,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,2.21,13.54,16.32,458,1242
13,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,4.4,13.54,32.5,347,1242
13,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,1.7,13.54,12.56,170,1242
13,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.2,13.54,1.48,25,1242
13,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,1.12,13.54,8.27,26,1242
13,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,3.91,13.54,28.88,216,1242
14,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,1.07,5.67,18.87,597,2601
14,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,1.54,5.67,27.16,1579,2601
14,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,1.7,5.67,29.98,46,2601
14,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.47,5.67,8.29,72,2601
14,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.46,5.67,8.11,43,2601
14,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.43,5.67,7.58,264,2601
15,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,0.74,2.97,24.92,326,894
15,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,0.56,2.97,18.86,341,894
15,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,0.38,2.97,12.79,18,894
15,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.09,2.97,3.03,40,894
15,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,1.05,2.97,35.35,23,894
15,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.15,2.97,5.05,146,894
17,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,3.93,10.81,36.36,931,3290
17,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,3.82,10.81,35.34,1492,3290
17,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,1.32,10.81,12.21,34,3290
17,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.52,10.81,4.81,235,3290
17,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.66,10.81,6.11,154,3290
17,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.56,10.81,5.18,444,3290
18,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hymenoptera,1.66,7.53,22.05,464,1904
18,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Diptera,3.46,7.53,45.95,1100,1904
18,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Lepidoptera,1.42,7.53,18.86,59,1904
18,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Hemiptera,0.27,7.53,3.59,103,1904
18,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Coleoptera,0.08,7.53,1.06,30,1904
18,2022,(Aug 7 - 20),2022-08-07,2022-08-20,20/08/2022,Other,0.64,7.53,8.5,148,1904
2,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,0.5,1.55,32.26,129,496
2,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,0.36,1.55,23.23,110,496
2,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,0.23,1.55,14.84,13,496
2,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.22,1.55,14.19,90,496
2,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.01,1.55,0.65,6,496
2,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,0.23,1.55,14.84,148,496
4,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,0.46,2.41,19.09,111,1263
4,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,1.39,2.41,57.68,931,1263
4,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,0.14,2.41,5.81,13,1263
4,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.15,2.41,6.22,41,1263
4,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.09,2.41,3.73,25,1263
4,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,0.18,2.41,7.47,142,1263
5,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,1.2,5.46,21.98,1201,2649
5,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,1.41,5.46,25.82,989,2649
5,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,0.73,5.46,13.37,39,2649
5,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.47,5.46,8.61,154,2649
5,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.22,5.46,4.03,27,2649
5,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,1.43,5.46,26.19,239,2649
6,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,1.58,16.72,9.45,1054,3713.95
6,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,6.05,16.72,36.18,2131,3713.95
6,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,4.91,16.72,29.37,179,3713.95
6,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,3.25,16.72,19.44,0.95,3713.95
6,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.14,16.72,0.84,38,3713.95
6,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,0.79,16.72,4.72,311,3713.95
9,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,0.69,3.81,18.11,542,1353
9,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,1.4,3.81,36.75,456,1353
9,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,0.77,3.81,20.21,32,1353
9,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.33,3.81,8.66,84,1353
9,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.12,3.81,3.15,22,1353
9,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,0.5,3.81,13.12,217,1353
12,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,0.01,0.31,3.23,48,177
12,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,0.06,0.31,19.35,85,177
12,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,0.01,0.31,3.23,1,177
12,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.01,0.31,3.23,5,177
12,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.03,0.31,9.68,2,177
12,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,0.19,0.31,61.29,36,177
13,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,0.97,8.05,12.05,366,1190
13,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,3.58,8.05,44.47,378,1190
13,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,1.35,8.05,16.77,81,1190
13,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.26,8.05,3.23,58,1190
13,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.23,8.05,2.86,17,1190
13,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,1.66,8.05,20.62,290,1190
14,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,1.25,8.85,14.12,463,3179
14,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,3.09,8.85,34.92,2223,3179
14,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,3.35,8.85,37.85,59,3179
14,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.29,8.85,3.28,55,3179
14,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.13,8.85,1.47,28,3179
14,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,0.74,8.85,8.36,351,3179
15,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,0.46,3.11,14.79,170,830
15,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,0.82,3.11,26.37,221,830
15,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,0.23,3.11,7.4,30,830
15,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.1,3.11,3.22,30,830
15,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.7,3.11,22.51,14,830
15,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,0.8,3.11,25.72,365,830
17,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,1.91,14.19,13.46,493,2308
17,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,4.89,14.19,34.46,1291,2308
17,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,1.24,14.19,8.74,30,2308
17,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.31,14.19,2.18,147,2308
17,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.31,14.19,2.18,62,2308
17,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,5.53,14.19,38.97,285,2308
18,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hymenoptera,2.32,7.02,33.05,378,1736
18,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Diptera,2.69,7.02,38.32,878,1736
18,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Lepidoptera,0.86,7.02,12.25,39,1736
18,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Hemiptera,0.25,7.02,3.56,145,1736
18,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Coleoptera,0.1,7.02,1.42,17,1736
18,2022,(Aug21 - Sept 3),2022-08-21,2022-09-03,03/09/2022,Other,0.8,7.02,11.4,279,1736
2,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,0.08,2.29,3.49,149,722
2,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,0.88,2.29,38.43,184,722
2,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,0.23,2.29,10.04,24,722
2,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,0.18,2.29,7.86,128,722
2,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,0.01,2.29,0.44,6,722
2,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,0.91,2.29,39.74,231,722
4,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,0.1,1.29,7.75,103,823
4,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,0.7,1.29,54.26,360,823
4,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,0.07,1.29,5.43,12,823
4,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,0.1,1.29,7.75,32,823
4,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,0.07,1.29,5.43,15,823
4,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,0.25,1.29,19.38,301,823
6,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,0.95,9.95,9.55,742,3862
6,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,6.53,9.95,65.63,2183,3862
6,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,0.35,9.95,3.52,47,3862
6,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,1.34,9.95,13.47,486,3862
6,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,0.11,9.95,1.11,30,3862
6,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,0.67,9.95,6.73,374,3862
9,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,0.32,5.22,6.13,462,1086
9,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,1.3,5.22,24.9,314,1086
9,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,0.39,5.22,7.47,12,1086
9,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,0.31,5.22,5.94,88,1086
9,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,1.21,5.22,23.18,24,1086
9,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,1.69,5.22,32.38,186,1086
12,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,0.01,0.18,5.56,73,175
12,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,0.08,0.18,44.44,59,175
12,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,0.01,0.18,5.56,1,175
12,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,0.01,0.18,5.56,6,175
12,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,0.01,0.18,5.56,1,175
12,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,0.06,0.18,33.33,35,175
13,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,0.39,7.57,5.15,171,552
13,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,1.96,7.57,25.89,178,552
13,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,2.4,7.57,31.7,28,552
13,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,0.18,7.57,2.38,32,552
13,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,0.01,7.57,0.13,2,552
13,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,2.63,7.57,34.74,141,552
14,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,1.14,3.86,29.53,397,1147
14,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,1.12,3.86,29.02,125,1147
14,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,0.28,3.86,7.25,29,1147
14,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,0.22,3.86,5.7,51,1147
14,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,0.17,3.86,4.4,32,1147
14,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,0.93,3.86,24.09,513,1147
17,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,1.11,13.41,8.28,434,2041
17,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,7.29,13.41,54.36,1140,2041
17,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,0.38,13.41,2.83,10,2041
17,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,0.28,13.41,2.09,134,2041
17,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,0.23,13.41,1.72,55,2041
17,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,4.12,13.41,30.72,268,2041
18,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hymenoptera,0.42,5.55,7.57,247,1594
18,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Diptera,1.85,5.55,33.33,682,1594
18,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Lepidoptera,1.27,5.55,22.88,41,1594
18,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Hemiptera,0.68,5.55,12.25,200,1594
18,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Coleoptera,0.68,5.55,12.25,19,1594
18,2022,(Sept 4 - Sept 17),2022-09-04,2022-09-17,17/09/2022,Other,0.65,5.55,11.71,405,1594
2,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.05,1.61,3.11,126,543
2,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,0.17,1.61,10.56,76,543
2,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,0.2,1.61,12.42,9,543
2,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,0.18,1.61,11.18,74,543
2,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.01,1.61,0.62,1,543
2,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,1,1.61,62.11,257,543
4,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.04,1.42,2.82,111,752
4,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,0.71,1.42,50,257,752
4,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,0.04,1.42,2.82,3,752
4,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,0.14,1.42,9.86,59,752
4,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.08,1.42,5.63,17,752
4,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,0.41,1.42,28.87,305,752
5,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.31,3.38,9.17,718,1607
